Conv Layers,Pool Layers,Epochs,Optimizer,Batch Size,Train Loss,Train Accuracy,Test Loss,Test Accuracy,Train Time (s)
1,2,5,SGD,64,1.4513013362884521,0.41874998807907104,1.4472453594207764,0.32499998807907104,17.287862300872803
1,2,5,SGD,128,1.4522167444229126,0.33125001192092896,1.4751574993133545,0.32499998807907104,18.959354400634766
1,2,5,RMSprop,16,1.6094449758529663,0.20000000298023224,1.6085869073867798,0.20000000298023224,17.054546356201172
1,2,5,RMSprop,32,1.6069940328598022,0.21875,1.6053565740585327,0.22499999403953552,16.77355122566223
1,2,5,RMSprop,64,1.6008409261703491,0.20624999701976776,1.5999813079833984,0.20000000298023224,18.4442400932312
1,2,5,RMSprop,128,1.399801254272461,0.39375001192092896,1.4307268857955933,0.4000000059604645,19.28862452507019
1,2,5,Adadelta,16,1.5783421993255615,0.25,1.5952775478363037,0.15000000596046448,18.677704095840454
1,2,5,Adadelta,32,1.6379172801971436,0.3499999940395355,1.578484058380127,0.375,18.41736674308777
1,2,5,Adadelta,64,1.7204113006591797,0.20624999701976776,1.693448781967163,0.20000000298023224,18.850104808807373
1,2,5,Adadelta,128,1.7177560329437256,0.14374999701976776,1.6801402568817139,0.2750000059604645,19.599509239196777
1,2,10,Adam,16,0.22098645567893982,0.9624999761581421,0.529829740524292,0.7250000238418579,31.15718722343445
1,2,10,Adam,32,1.1865150928497314,0.42500001192092896,1.1879602670669556,0.5,33.452096939086914
1,2,10,Adam,64,1.2679458856582642,0.4437499940395355,1.2516756057739258,0.4000000059604645,30.968113660812378
1,2,10,Adam,128,1.6094484329223633,0.20000000298023224,1.6094484329223633,0.20000000298023224,36.186044454574585
1,2,10,SGD,16,0.4310644567012787,0.925000011920929,0.66009122133255,0.75,36.46372365951538
1,2,10,SGD,32,0.6626434326171875,0.8374999761581421,0.7738798260688782,0.7749999761581421,31.740691900253296
1,2,10,SGD,64,1.07622230052948,0.731249988079071,1.099184274673462,0.6499999761581421,33.65315246582031
1,2,10,SGD,128,1.2898986339569092,0.6937500238418579,1.2878193855285645,0.625,37.06070280075073
1,2,10,RMSprop,16,1.570909857749939,0.10625000298023224,1.5659538507461548,0.02500000037252903,23.66422748565674
1,2,10,RMSprop,32,1.5544283390045166,0.19374999403953552,1.5578203201293945,0.15000000596046448,26.32230019569397
1,2,10,RMSprop,64,1.6061065196990967,0.19374999403953552,1.5997693538665771,0.20000000298023224,27.558343172073364
1,2,10,RMSprop,128,1.404949426651001,0.40625,1.3450901508331299,0.44999998807907104,36.10293674468994
1,2,10,Adadelta,16,1.5552093982696533,0.23749999701976776,1.566850185394287,0.25,36.85578227043152
1,2,10,Adadelta,32,1.6539682149887085,0.17499999701976776,1.709337830543518,0.10000000149011612,34.46349883079529
1,2,10,Adadelta,64,1.7197602987289429,0.18125000596046448,1.7259680032730103,0.20000000298023224,35.3571195602417
1,2,10,Adadelta,128,1.6358263492584229,0.22499999403953552,1.588036298751831,0.25,37.15560293197632
1,2,25,Adam,16,1.2869453430175781,0.45625001192092896,1.2382529973983765,0.574999988079071,24.38163113594055
1,2,25,Adam,32,0.7984048128128052,0.5874999761581421,0.8544995188713074,0.574999988079071,80.71701145172119
1,2,25,Adam,64,1.4519673585891724,0.26249998807907104,1.4578979015350342,0.25,31.321642875671387
1,2,25,Adam,128,1.5019142627716064,0.33125001192092896,1.5070654153823853,0.32499998807907104,46.87629771232605
1,2,25,SGD,16,0.1780708134174347,0.987500011920929,0.48758745193481445,0.7749999761581421,79.82850003242493
1,2,25,SGD,32,0.36875706911087036,0.9312499761581421,0.5813064575195312,0.800000011920929,79.32266664505005
1,2,25,SGD,64,0.752488374710083,0.862500011920929,0.8833812475204468,0.6000000238418579,80.93289756774902
1,2,25,SGD,128,0.6891605257987976,0.893750011920929,0.7801839709281921,0.7250000238418579,91.60136461257935
1,2,25,RMSprop,16,0.9073137044906616,0.625,0.9400331377983093,0.625,84.82102394104004
1,2,25,RMSprop,32,1.52074134349823,0.20000000298023224,1.5100860595703125,0.20000000298023224,29.96089744567871
1,2,25,RMSprop,64,1.5437772274017334,0.4312500059604645,1.518056869506836,0.44999998807907104,27.556077241897583
1,2,25,RMSprop,128,1.423433542251587,0.2874999940395355,1.4452991485595703,0.2750000059604645,36.324095487594604
1,2,25,Adadelta,16,1.6562893390655518,0.2562499940395355,1.5637845993041992,0.30000001192092896,57.940462589263916
1,2,25,Adadelta,32,1.6322672367095947,0.22499999403953552,1.6233316659927368,0.20000000298023224,54.690895557403564
1,2,25,Adadelta,64,1.5173795223236084,0.29374998807907104,1.4828951358795166,0.375,75.63246369361877
1,2,25,Adadelta,128,1.683243989944458,0.17499999701976776,1.7106215953826904,0.15000000596046448,75.56043100357056
1,2,50,Adam,16,0.992242693901062,0.7250000238418579,1.129643201828003,0.7250000238418579,58.463382720947266
1,2,50,Adam,32,1.5974069833755493,0.20000000298023224,1.5875906944274902,0.20000000298023224,36.07718634605408
1,2,50,Adam,64,1.6094398498535156,0.20000000298023224,1.6094398498535156,0.20000000298023224,31.16652011871338
1,2,50,Adam,128,1.5698293447494507,0.20000000298023224,1.57013738155365,0.20000000298023224,40.24816870689392
1,2,50,SGD,16,0.10006594657897949,0.987500011920929,0.499626100063324,0.75,86.53436326980591
1,2,50,SGD,32,0.2185635268688202,0.9624999761581421,0.49727922677993774,0.800000011920929,123.71325135231018
1,2,50,SGD,64,0.2416539490222931,0.981249988079071,0.5735664367675781,0.7250000238418579,161.46897435188293
1,2,50,SGD,128,0.7364229559898376,0.875,0.82525235414505,0.7250000238418579,170.85044813156128
1,2,50,RMSprop,16,1.3688222169876099,0.3812499940395355,1.3281030654907227,0.4000000059604645,26.952336311340332
1,2,50,RMSprop,32,1.539341688156128,0.36250001192092896,1.5078823566436768,0.4000000059604645,26.292365789413452
1,2,50,RMSprop,64,1.5214465856552124,0.3499999940395355,1.4943187236785889,0.375,33.498722553253174
1,2,50,RMSprop,128,1.6093276739120483,0.20000000298023224,1.6094404458999634,0.20000000298023224,42.84602880477905
1,2,50,Adadelta,16,1.5053727626800537,0.41874998807907104,1.5505061149597168,0.2750000059604645,125.69318199157715
1,2,50,Adadelta,32,1.5684564113616943,0.26249998807907104,1.5910519361495972,0.25,54.34626030921936
1,2,50,Adadelta,64,1.5917937755584717,0.2874999940395355,1.6430116891860962,0.20000000298023224,111.49152898788452
1,2,50,Adadelta,128,1.5670926570892334,0.23749999701976776,1.5709925889968872,0.22499999403953552,81.51192569732666
1,3,5,Adam,16,1.0139172077178955,0.71875,1.0435731410980225,0.7250000238418579,15.599780321121216
1,3,5,Adam,32,1.2200944423675537,0.46875,1.2847572565078735,0.375,15.862529754638672
1,3,5,Adam,64,1.5593891143798828,0.29374998807907104,1.5722514390945435,0.3499999940395355,17.538021564483643
1,3,5,Adam,128,1.554003119468689,0.22499999403953552,1.5538891553878784,0.20000000298023224,19.48874521255493
1,3,5,SGD,16,1.359764814376831,0.6812499761581421,1.385502576828003,0.699999988079071,15.190828323364258
1,3,5,SGD,32,1.5603125095367432,0.39375001192092896,1.5576225519180298,0.44999998807907104,15.611440896987915
1,3,5,SGD,64,1.589607834815979,0.21875,1.5882728099822998,0.17499999701976776,16.439859628677368
1,3,5,SGD,128,1.588817834854126,0.2750000059604645,1.5916602611541748,0.2750000059604645,18.24118995666504
1,3,5,RMSprop,16,1.4597249031066895,0.4312500059604645,1.4127179384231567,0.42500001192092896,15.331949234008789
1,3,5,RMSprop,32,0.9713751077651978,0.6499999761581421,0.9784044027328491,0.6000000238418579,15.785170078277588
1,3,5,RMSprop,64,1.4214928150177002,0.39375001192092896,1.4330517053604126,0.4000000059604645,16.89697265625
1,3,5,RMSprop,128,1.5288951396942139,0.21875,1.541408658027649,0.20000000298023224,18.31931471824646
1,3,5,Adadelta,16,1.803084373474121,0.20000000298023224,1.7965726852416992,0.20000000298023224,15.913239240646362
1,3,5,Adadelta,32,2.518115997314453,0.20000000298023224,2.528836727142334,0.20000000298023224,15.740198850631714
1,3,5,Adadelta,64,1.8614044189453125,0.26875001192092896,1.858194351196289,0.2750000059604645,17.131492853164673
1,3,5,Adadelta,128,2.438533306121826,0.20000000298023224,2.3654110431671143,0.20000000298023224,18.32132363319397
1,3,10,Adam,16,1.0762523412704468,0.5687500238418579,1.1278022527694702,0.4749999940395355,29.98080325126648
1,3,10,Adam,32,1.04988694190979,0.5874999761581421,1.0529569387435913,0.574999988079071,30.538668394088745
1,3,10,Adam,64,1.4212825298309326,0.5625,1.4147268533706665,0.574999988079071,33.59360980987549
1,3,10,Adam,128,1.5542351007461548,0.2562499940395355,1.5561124086380005,0.25,34.35791087150574
1,3,10,SGD,16,1.4136762619018555,0.4000000059604645,1.4239284992218018,0.4000000059604645,29.64942455291748
1,3,10,SGD,32,1.5601770877838135,0.26875001192092896,1.5798221826553345,0.2750000059604645,29.997934818267822
1,3,10,SGD,64,1.4774084091186523,0.4312500059604645,1.4717050790786743,0.4000000059604645,31.46592116355896
1,3,10,SGD,128,1.6094461679458618,0.20000000298023224,1.6094411611557007,0.20000000298023224,34.02908515930176
1,3,10,RMSprop,16,0.18411855399608612,0.9624999761581421,0.6152980923652649,0.75,30.684182167053223
1,3,10,RMSprop,32,0.9322935938835144,0.731249988079071,0.9789645075798035,0.625,30.25059485435486
1,3,10,RMSprop,64,1.523097276687622,0.2562499940395355,1.5315748453140259,0.3499999940395355,33.064045667648315
1,3,10,RMSprop,128,1.512879729270935,0.26875001192092896,1.481224775314331,0.32499998807907104,34.015658378601074
1,3,10,Adadelta,16,1.9890003204345703,0.20000000298023224,1.9908273220062256,0.17499999701976776,30.36032223701477
1,3,10,Adadelta,32,1.7123329639434814,0.16249999403953552,1.675660490989685,0.22499999403953552,30.827247858047485
1,3,10,Adadelta,64,1.7048120498657227,0.23125000298023224,1.7025789022445679,0.17499999701976776,32.309410095214844
1,3,10,Adadelta,128,1.7636789083480835,0.18125000596046448,1.7960178852081299,0.15000000596046448,34.59007906913757
1,3,25,Adam,16,0.9255356788635254,0.800000011920929,0.9148781895637512,0.7250000238418579,75.23879718780518
1,3,25,Adam,32,0.34252315759658813,0.9750000238418579,0.624945342540741,0.699999988079071,79.9977388381958
1,3,25,Adam,64,0.11280857026576996,0.9937499761581421,0.5836210250854492,0.75,78.99069857597351
1,3,25,Adam,128,1.5229963064193726,0.2874999940395355,1.5200241804122925,0.30000001192092896,31.748945713043213
1,3,25,SGD,16,0.2810017764568329,0.9624999761581421,0.5821722149848938,0.7250000238418579,73.95353055000305
1,3,25,SGD,32,1.2167246341705322,0.550000011920929,1.2381045818328857,0.5249999761581421,74.76700472831726
1,3,25,SGD,64,1.3919330835342407,0.4749999940395355,1.4037141799926758,0.5249999761581421,77.95466947555542
1,3,25,SGD,128,1.5421382188796997,0.48124998807907104,1.5508549213409424,0.4000000059604645,50.74963593482971
1,3,25,RMSprop,16,0.27984845638275146,0.956250011920929,0.5564361810684204,0.7250000238418579,75.25909161567688
1,3,25,RMSprop,32,0.5932660102844238,0.8187500238418579,0.7588575482368469,0.675000011920929,74.77451848983765
1,3,25,RMSprop,64,0.4780917167663574,0.893750011920929,0.9481255412101746,0.7250000238418579,78.37532377243042
1,3,25,RMSprop,128,1.6094627380371094,0.19374999403953552,1.6094433069229126,0.20000000298023224,37.82222628593445
1,3,25,Adadelta,16,1.5001493692398071,0.29374998807907104,1.4922435283660889,0.30000001192092896,48.54563117027283
1,3,25,Adadelta,32,1.7467632293701172,0.23125000298023224,1.6966559886932373,0.25,75.8874077796936
1,3,25,Adadelta,64,1.5640270709991455,0.3125,1.5309795141220093,0.375,83.96078133583069
1,3,25,Adadelta,128,1.6734263896942139,0.10625000298023224,1.6763941049575806,0.20000000298023224,25.209391117095947
1,3,50,Adam,16,0.2641746401786804,0.981249988079071,0.5510729551315308,0.7749999761581421,98.55265164375305
1,3,50,Adam,32,0.4298889636993408,0.9624999761581421,0.6984871029853821,0.7250000238418579,72.79343748092651
1,3,50,Adam,64,0.2879708707332611,0.9750000238418579,0.5360525846481323,0.7749999761581421,138.0085527896881
1,3,50,Adam,128,1.5407699346542358,0.21250000596046448,1.540087103843689,0.22499999403953552,38.31072521209717
1,3,50,SGD,16,0.3818846344947815,0.893750011920929,0.5715381503105164,0.75,76.90987873077393
1,3,50,SGD,32,1.5952452421188354,0.28125,1.5928455591201782,0.32499998807907104,18.821688175201416
1,3,50,SGD,64,1.026210069656372,0.6625000238418579,1.011675238609314,0.6000000238418579,153.83004212379456
1,3,50,SGD,128,1.3857698440551758,0.668749988079071,1.3758776187896729,0.6499999761581421,119.5578224658966
1,3,50,RMSprop,16,0.2499922811985016,0.9375,0.5207672119140625,0.800000011920929,59.95794868469238
1,3,50,RMSprop,32,0.26587218046188354,0.9750000238418579,0.6186687350273132,0.7250000238418579,88.64223265647888
1,3,50,RMSprop,64,1.5405709743499756,0.518750011920929,1.5493519306182861,0.5249999761581421,32.28022742271423
1,3,50,RMSprop,128,1.5512245893478394,0.3375000059604645,1.5520708560943604,0.375,41.532936811447144
1,3,50,Adadelta,16,1.602667212486267,0.20624999701976776,1.635178565979004,0.17499999701976776,45.98538112640381
1,3,50,Adadelta,32,1.5160125494003296,0.28125,1.5104137659072876,0.3499999940395355,84.92352962493896
1,3,50,Adadelta,64,1.609336495399475,0.21875,1.6720449924468994,0.10000000149011612,136.89737057685852
1,3,50,Adadelta,128,1.6692466735839844,0.16875000298023224,1.6696901321411133,0.2750000059604645,126.95873713493347
1,5,5,Adam,16,1.578552007675171,0.20624999701976776,1.5808753967285156,0.17499999701976776,14.849141597747803
1,5,5,Adam,32,1.5188417434692383,0.4937500059604645,1.523358941078186,0.550000011920929,15.303911685943604
1,5,5,Adam,64,1.4955030679702759,0.53125,1.5062841176986694,0.6000000238418579,16.47584080696106
1,5,5,Adam,128,1.3798924684524536,0.28125,1.426740288734436,0.375,17.9435715675354
1,5,5,SGD,16,1.4124079942703247,0.48124998807907104,1.4582160711288452,0.44999998807907104,14.693026542663574
1,5,5,SGD,32,1.5043246746063232,0.26875001192092896,1.5147197246551514,0.32499998807907104,15.256302118301392
1,5,5,SGD,64,1.5891532897949219,0.21250000596046448,1.587734580039978,0.2750000059604645,16.365268230438232
1,5,5,SGD,128,1.5723835229873657,0.20000000298023224,1.5546066761016846,0.22499999403953552,17.613327026367188
1,5,5,RMSprop,16,1.3997857570648193,0.5249999761581421,1.4230282306671143,0.574999988079071,14.864561080932617
1,5,5,RMSprop,32,1.268585443496704,0.6625000238418579,1.2997636795043945,0.6499999761581421,15.318413972854614
1,5,5,RMSprop,64,1.3793058395385742,0.5249999761581421,1.3943077325820923,0.574999988079071,16.582114696502686
1,5,5,RMSprop,128,1.3692538738250732,0.606249988079071,1.3595199584960938,0.625,17.84652328491211
1,5,5,Adadelta,16,1.715602159500122,0.19374999403953552,1.7092745304107666,0.20000000298023224,15.004563093185425
1,5,5,Adadelta,32,2.639723062515259,0.20000000298023224,2.6494250297546387,0.20000000298023224,15.52082085609436
1,5,5,Adadelta,64,2.5463881492614746,0.20000000298023224,2.546765089035034,0.22499999403953552,16.6478853225708
1,5,5,Adadelta,128,3.12978458404541,0.20000000298023224,3.1672325134277344,0.20000000298023224,17.81993079185486
1,5,10,Adam,16,0.7733162641525269,0.8812500238418579,0.8681033253669739,0.699999988079071,29.478681325912476
1,5,10,Adam,32,1.5378832817077637,0.24375000596046448,1.4985555410385132,0.32499998807907104,24.16583013534546
1,5,10,Adam,64,1.6016509532928467,0.20000000298023224,1.606197714805603,0.22499999403953552,36.71663856506348
1,5,10,Adam,128,1.4699615240097046,0.39375001192092896,1.4782167673110962,0.375,35.0727481842041
1,5,10,SGD,16,1.2925916910171509,0.731249988079071,1.3174594640731812,0.6000000238418579,28.896641731262207
1,5,10,SGD,32,1.4759864807128906,0.3687500059604645,1.514372706413269,0.2750000059604645,29.325294017791748
1,5,10,SGD,64,1.5007988214492798,0.3125,1.5165979862213135,0.30000001192092896,30.883246898651123
1,5,10,SGD,128,1.471318244934082,0.45625001192092896,1.4523980617523193,0.42500001192092896,34.05824112892151
1,5,10,RMSprop,16,0.7495707273483276,0.8187500238418579,0.9187852740287781,0.675000011920929,29.22862458229065
1,5,10,RMSprop,32,1.3617472648620605,0.643750011920929,1.3928630352020264,0.574999988079071,29.793886184692383
1,5,10,RMSprop,64,1.1994390487670898,0.75,1.2426426410675049,0.625,32.104740142822266
1,5,10,RMSprop,128,1.5917150974273682,0.22499999403953552,1.594029188156128,0.22499999403953552,34.46523833274841
1,5,10,Adadelta,16,1.8924506902694702,0.20624999701976776,1.8497536182403564,0.22499999403953552,29.41709589958191
1,5,10,Adadelta,32,2.563002824783325,0.20000000298023224,2.524317979812622,0.20000000298023224,29.764457941055298
1,5,10,Adadelta,64,2.568178653717041,0.20000000298023224,2.550278663635254,0.20000000298023224,32.21630835533142
1,5,10,Adadelta,128,1.9688494205474854,0.19374999403953552,1.9644708633422852,0.15000000596046448,31.38585138320923
1,5,25,Adam,16,0.2860677242279053,0.918749988079071,0.5692503452301025,0.800000011920929,72.55799841880798
1,5,25,Adam,32,1.4382658004760742,0.543749988079071,1.4679192304611206,0.5249999761581421,24.179584503173828
1,5,25,Adam,64,1.563007116317749,0.3687500059604645,1.5835555791854858,0.25,28.901060342788696
1,5,25,Adam,128,1.4817239046096802,0.59375,1.5058472156524658,0.5,31.668746948242188
1,5,25,SGD,16,0.9391697645187378,0.8374999761581421,1.0447254180908203,0.675000011920929,71.63949966430664
1,5,25,SGD,32,1.5217046737670898,0.4437499940395355,1.5164579153060913,0.42500001192092896,38.97848200798035
1,5,25,SGD,64,1.6057841777801514,0.23749999701976776,1.6207263469696045,0.25,28.489439249038696
1,5,25,SGD,128,1.5366474390029907,0.3812499940395355,1.5685405731201172,0.32499998807907104,63.69026446342468
1,5,25,RMSprop,16,0.29857927560806274,0.9375,0.6621533632278442,0.7250000238418579,73.54403853416443
1,5,25,RMSprop,32,0.4822827875614166,0.856249988079071,0.6640971899032593,0.75,70.52171015739441
1,5,25,RMSprop,64,0.453468382358551,0.918749988079071,0.6389058828353882,0.875,76.21965789794922
1,5,25,RMSprop,128,0.6032792329788208,0.8500000238418579,0.797587513923645,0.75,83.30216693878174
1,5,25,Adadelta,16,1.670981764793396,0.17499999701976776,1.6947314739227295,0.10000000149011612,18.051499843597412
1,5,25,Adadelta,32,1.6715205907821655,0.20000000298023224,1.6989681720733643,0.20000000298023224,21.181633472442627
1,5,25,Adadelta,64,2.7761974334716797,0.20000000298023224,2.7098662853240967,0.20000000298023224,76.53402900695801
1,5,25,Adadelta,128,2.135338068008423,0.20000000298023224,2.183505058288574,0.20000000298023224,47.61032557487488
1,5,50,Adam,16,0.29787570238113403,0.925000011920929,0.6002113223075867,0.800000011920929,90.08149909973145
1,5,50,Adam,32,1.4745922088623047,0.45625001192092896,1.511884331703186,0.4000000059604645,21.88276481628418
1,5,50,Adam,64,0.3628019392490387,0.9375,0.6408032178878784,0.7749999761581421,146.48260307312012
1,5,50,Adam,128,1.4080778360366821,0.5562499761581421,1.4422893524169922,0.44999998807907104,44.07506084442139
1,5,50,SGD,16,0.7011584043502808,0.887499988079071,0.8771158456802368,0.675000011920929,144.7273428440094
1,5,50,SGD,32,1.5413309335708618,0.21875,1.5594627857208252,0.20000000298023224,30.229880571365356
1,5,50,SGD,64,1.4454854726791382,0.4937500059604645,1.4551969766616821,0.5249999761581421,59.403098344802856
1,5,50,SGD,128,1.4638620615005493,0.606249988079071,1.4822760820388794,0.5249999761581421,163.35061812400818
1,5,50,RMSprop,16,0.5116628408432007,0.856249988079071,0.6520605087280273,0.7749999761581421,48.10736107826233
1,5,50,RMSprop,32,0.3386344909667969,0.925000011920929,0.6848917603492737,0.6499999761581421,87.5928258895874
1,5,50,RMSprop,64,0.3665807843208313,0.9125000238418579,0.6925300359725952,0.7749999761581421,125.61467742919922
1,5,50,RMSprop,128,1.4896798133850098,0.48750001192092896,1.4832830429077148,0.4749999940395355,30.6833336353302
